Title                                                           12.07.2021 19:11
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  &293water-day5-30-180-10K
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
            195            195         56.550         62.500        7.13172
            196            196         56.709         62.667        7.13093
            197            197         56.876         62.833        7.13015
            198            198         57.046         63.000        7.12889
            199            199         57.219         63.167        7.12776
            200            200         57.381         63.333        7.12677
            201            201         57.533         63.500        7.12583
            202            202         57.711         63.667        7.12466
            203            203         57.873         63.833        7.12356
            204            204         58.035         64.000        7.12255
            205            205         58.200         64.167        7.12158
            206            206         58.371         64.333        7.12056
            207            207         58.538         64.500        7.11942
            208            208         58.696         64.667        7.11827
            209            209         58.877         64.833        7.11718
            210            210         59.026         65.000        7.11608
            211            211         59.201         65.167        7.11463
            212            212         59.360         65.333        7.11334
            213            213         59.530         65.500        7.11214
            214            214         59.686         65.667        7.11091
            215            215         59.844         65.833        7.10946
            216            216         60.007         66.000        7.10807
            217            217         60.167         66.167         7.1067
            218            218         60.332         66.333        7.10534
            219            219         60.486         66.500        7.10377
            220            220         60.661         66.667        7.10217
            221            221         60.819         66.833        7.10051
            222            222         60.976         67.000        7.09881
            223            223         61.150         67.167        7.09711
            224            224         61.310         67.333         7.0955
            225            225         61.483         67.500        7.09382
            226            226         61.633         67.667        7.09206
            227            227         61.788         67.833        7.09041
            228            228         61.954         68.000        7.08874
            229            229         62.123         68.167        7.08694
            230            230         62.280         68.333        7.08494
            231            231         62.441         68.500        7.08258
            232            232         62.598         68.667        7.08053
            233            233         62.762         68.833        7.07865
            234            234         62.920         69.000        7.07676
            235            235         63.076         69.167        7.07449
            236            236         63.248         69.333        7.07233
            237            237         63.388         69.500        7.07025
            238            238         63.551         69.667        7.06822
            239            239         63.713         69.833        7.06594
            240            240         63.875         70.000        7.06361
            241            241         64.037         70.167        7.06127
            242            242         64.192         70.333        7.05892
            243            243         64.342         70.500         7.0563
            244            244         64.502         70.667        7.05377
            245            245         64.662         70.833        7.05128
            246            246         64.824         71.000         7.0488
            247            247         64.972         71.167        7.04619
            248            248         65.144         71.333        7.04352
            249            249         65.296         71.500        7.04074
            250            250         65.461         71.667        7.03791
            251            251         65.611         71.833        7.03502
            252            252         65.764         72.000        7.03214
            253            253         65.919         72.167        7.02915
            254            254         66.080         72.333        7.02608
            255            255         66.240         72.500        7.02298
            256            256         66.404         72.667        7.01993
            257            257         66.558         72.833        7.01681
            258            258         66.707         73.000         7.0136
            259            259         66.858         73.167        7.01024
            260            260         67.016         73.333        7.00699
            261            261         67.163         73.500        7.00376
            262            262         67.322         73.667        7.00047
            263            263         67.477         73.833        6.99682
            264            264         67.626         74.000        6.99322
            265            265         67.785         74.167         6.9897
            266            266         67.934         74.333        6.98622
            267            267         68.086         74.500        6.98239
            268            268         68.254         74.667        6.97862
            269            269         68.406         74.833         6.9749
            270            270         68.559         75.000        6.97124
            271            271         68.700         75.167        6.96748
            272            272         68.862         75.333        6.96359
            273            273         69.009         75.500        6.95959
            274            274         69.157         75.667        6.95559
            275            275         69.319         75.833        6.95151
            276            276         69.467         76.000        6.94745
            277            277         69.612         76.167        6.94335
            278            278         69.774         76.333        6.93926
            279            279         69.921         76.500        6.93505
            280            280         70.070         76.667        6.93073
            281            281         70.224         76.833        6.92626
            282            282         70.379         77.000        6.92168
            283            283         70.530         77.167        6.91688
            284            284         70.693         77.333        6.91227
            285            285         70.841         77.500        6.90761
            286            286         70.977         77.667        6.90283
            287            287         71.117         77.833        6.89784
            288            288         71.282         78.000         6.8929
            289            289         71.437         78.167        6.88797
            290            290         71.580         78.333        6.88299
            291            291         71.735         78.500        6.87757
            292            292         71.871         78.667         6.8723
            293            293         72.031         78.833        6.86712
            294            294         72.182         79.000        6.86196
            295            295         72.333         79.167        6.85653
            296            296         72.476         79.333        6.85109
            297            297         72.626         79.500        6.84569
            298            298         72.777         79.667        6.84033
            299            299         72.930         79.833        6.83477
            300            300         73.072         80.000        6.82916
            301            301         73.224         80.167        6.82351
            302            302         73.378         80.333        6.81789
            303            303         73.521         80.500        6.81221
            304            304         73.675         80.667        6.80646
            305            305         73.807         80.833         6.8006
            306            306         73.965         81.000        6.79472
            307            307         74.122         81.167        6.78887
            308            308         74.263         81.333        6.78281
            309            309         74.411         81.500        6.77671
            310            310         74.551         81.667        6.77051
            311            311         74.704         81.833        6.76431
            312            312         74.866         82.000         6.7581
            313            313         75.006         82.167        6.75186
            314            314         75.154         82.333        6.74547
            315            315         75.302         82.500        6.73901
            316            316         75.457         82.667        6.73263
            317            317         75.603         82.833        6.72623
            318            318         75.750         83.000        6.71969
            319            319         75.890         83.167        6.71304
            320            320         76.045         83.333        6.70629
            321            321         76.187         83.500        6.69963
            322            322         76.334         83.667        6.69293
            323            323         76.496         83.833        6.68613
            324            324         76.636         84.000        6.67905
            325            325         76.782         84.167         6.6721
            326            326         76.933         84.333        6.66523
            327            327         77.086         84.500        6.65836
            328            328         77.245         84.667        6.65115
            329            329         77.390         84.833          6.644
            330            330         77.531         85.000        6.63692
            331            331         77.672         85.167         6.6299
            332            332         77.819         85.333         6.6226
            333            333         77.978         85.500        6.61527
            334            334         78.134         85.667        6.60797
            335            335         78.281         85.833        6.60074
            336            336         78.428         86.000        6.59335
            337            337         78.576         86.167        6.58588
            338            338         78.732         86.333        6.57837
            339            339         78.880         86.500        6.57091
            340            340         79.027         86.667        6.56352
            341            341         79.176         86.833        6.55587
            342            342         79.329         87.000        6.54819
            343            343         79.493         87.167        6.54054
            344            344         79.646         87.333        6.53297
            345            345         79.797         87.500        6.52542
            346            346         79.943         87.667        6.51778
            347            347         80.108         87.833        6.51007
            348            348         80.259         88.000        6.50238
            349            349         80.412         88.167        6.49489
            350            350         80.574         88.333         6.4873
            351            351         80.724         88.500         6.4796
            352            352         80.886         88.667        6.47188
            353            353         81.042         88.833        6.46436
            354            354         81.197         89.000         6.4568
            355            355         81.366         89.167        6.44913
            356            356         81.509         89.333         6.4414
            357            357         81.672         89.500        6.43385
            358            358         81.820         89.667        6.42632
            359            359         81.993         89.833        6.41873
            360            360         82.155         90.000        6.41105
            361            361         82.323         90.167         6.4034
            362            362         82.484         90.333        6.39587
            363            363         82.639         90.500        6.38841
            364            364         82.809         90.667        6.38094
            365            365         82.969         90.833        6.37333
            366            366         83.122         91.000        6.36577
            367            367         83.295         91.167        6.35832
            368            368         83.463         91.333        6.35092
            369            369         83.628         91.500        6.34337
            370            370         83.796         91.667        6.33592
            371            371         83.970         91.833        6.32869
            372            372         84.131         92.000        6.32166
            373            373         84.307         92.167        6.31482
            374            374         84.472         92.333        6.30785
            375            375         84.641         92.500        6.30094
            376            376         84.820         92.667        6.29417
            377            377         84.990         92.833        6.28783
            378            378         85.165         93.000        6.28127
            379            379         85.346         93.167        6.27462
            380            380         85.525         93.333        6.26801
            381            381         85.698         93.500        6.26195
            382            382         85.884         93.667        6.25584
            383            383         86.062         93.833        6.24961
            384            384         86.242         94.000        6.24329
            385            385         86.421         94.167        6.23736
            386            386         86.618         94.333        6.23133
            387            387         86.796         94.500        6.22531
            388            388         86.973         94.667        6.21926
            389            389         87.162         94.833        6.21342
            390            390         87.348         95.000        6.20792
            391            391         87.534         95.167        6.20268
            392            392         87.734         95.333        6.19755
            393            393         87.929         95.500        6.19304
            394            394         88.129         95.667        6.18847
            395            395         88.322         95.833        6.18416
            396            396         88.515         96.000        6.18001
            397            397         88.721         96.167        6.17631
            398            398         88.915         96.333        6.17259
            399            399         89.122         96.500        6.16914
            400            400         89.336         96.667        6.16592
            401            401         89.543         96.833        6.16339
            402            402         89.751         97.000        6.16073
            403            403         89.973         97.167         6.1583
            404            404         90.197         97.333        6.15629
            405            405         90.409         97.500        6.15458
            406            406         90.631         97.667        6.15378
            407            407         90.854         97.833        6.15274
            408            408         91.076         98.000        6.15185
            409            409         91.292         98.167        6.15113
            410            410         91.524         98.333        6.15111
            411            411         91.755         98.500        6.15069
            412            412         91.977         98.667        6.15021
            413            413         92.204         98.833        6.14982
            414            414         92.425         99.000        6.14976
            415            415         92.654         99.167        6.14965
            416            416         92.873         99.333        6.14941
            417            417         93.101         99.500        6.14914
            418            418         93.317         99.667        6.14923
            419            419         93.541         99.833        6.14922
            420            420         93.748        100.000        6.14915
            421            421         93.971        100.167        6.14902
            422            422         94.180        100.333          6.149
            423            423         94.399        100.500        6.14906
            424            424         94.611        100.667        6.14911
            425            425         94.823        100.833        6.14909
            426            426         95.031        101.000        6.14907
            427            427         95.243        101.167        6.14915
            428            428         95.455        101.333        6.14934
            429            429         95.663        101.500        6.14949
            430            430         95.870        101.667        6.14932
            431            431         96.082        101.833        6.14923
            432            432         96.285        102.000        6.14929
            433            433         96.488        102.167        6.14943
            434            434         96.689        102.333         6.1492
            435            435         96.889        102.500        6.14899
            436            436         97.101        102.667        6.14889
            437            437         97.297        102.833        6.14889
            438            438         97.501        103.000         6.1489
            439            439         97.697        103.167        6.14867
            440            440         97.902        103.333        6.14854
            441            441         98.107        103.500        6.14856
            442            442         98.307        103.667        6.14864
            443            443         98.493        103.833        6.14859
            444            444         98.702        104.000        6.14848
            445            445         98.890        104.167        6.14841
            446            446         99.087        104.333         6.1484
            447            447         99.290        104.500         6.1484
            448            448         99.476        104.667        6.14832
            449            449         99.680        104.833        6.14823
            450            450         99.870        105.000        6.14821
            451            451        100.061        105.167        6.14841
            452            452        100.258        105.333        6.14849
            453            453        100.451        105.500        6.14847
            454            454        100.639        105.667        6.14848
            455            455        100.831        105.833         6.1488
            456            456        101.022        106.000        6.14906
            457            457        101.209        106.167        6.14918
            458            458        101.395        106.333        6.14918
            459            459        101.588        106.500        6.14935
            460            460        101.782        106.667        6.14959
            461            461        101.963        106.833        6.14978
            462            462        102.153        107.000        6.14986
            463            463        102.331        107.167        6.14971
            464            464        102.527        107.333        6.14971
            465            465        102.716        107.500        6.14983
            466            466        102.894        107.667        6.14995
            467            467        103.082        107.833        6.14968
            468            468        103.275        108.000        6.14951
            469            469        103.467        108.167        6.14949
            470            470        103.654        108.333        6.14959
            471            471        103.828        108.500        6.14966
            472            472        104.019        108.667        6.14957
            473            473        104.203        108.833        6.14955
            474            474        104.393        109.000        6.14968
            475            475        104.568        109.167        6.14987
            476            476        104.762        109.333        6.14978
            477            477        104.946        109.500        6.14966
            478            478        105.128        109.667        6.14968
            479            479        105.304        109.833        6.14981
            480            480        105.482        110.000        6.14977
            481            481        105.667        110.167        6.14966
            482            482        105.852        110.333        6.14953
            483            483        106.043        110.500        6.14949
            484            484        106.212        110.667        6.14959
            485            485        106.384        110.833        6.14958
            486            486        106.565        111.000        6.14944
            487            487        106.752        111.167        6.14927
            488            488        106.929        111.333        6.14938
            489            489        107.109        111.500        6.14943
            490            490        107.302        111.667        6.14935
            491            491        107.474        111.833         6.1492
            492            492        107.665        112.000        6.14931
            493            493        107.836        112.167        6.14949
            494            494        108.012        112.333        6.14957
            495            495        108.189        112.500        6.14951
            496            496        108.373        112.667        6.14955
            497            497        108.556        112.833        6.14965
            498            498        108.732        113.000        6.14974
            499            499        108.909        113.167        6.14976
            500            500        109.086        113.333        6.14949
            501            501        109.263        113.500        6.14939
            502            502        109.428        113.667        6.14938
            503            503        109.607        113.833        6.14935
            504            504        109.797        114.000        6.14907
            505            505        109.968        114.167        6.14893
            506            506        110.155        114.333        6.14898
            507            507        110.324        114.500        6.14913
            508            508        110.501        114.667        6.14907
            509            509        110.680        114.833        6.14894
            510            510        110.857        115.000        6.14889
            511            511        111.036        115.167        6.14895
            512            512        111.221        115.333        6.14889
            513            513        111.394        115.500        6.14877
            514            514        111.568        115.667         6.1487
            515            515        111.753        115.833        6.14876
            516            516        111.921        116.000        6.14903
            517            517        112.107        116.167        6.14914
            518            518        112.272        116.333        6.14914
            519            519        112.447        116.500        6.14918
            520            520        112.622        116.667         6.1495
            521            521        112.801        116.833        6.14965
            522            522        112.976        117.000        6.14963
            523            523        113.146        117.167        6.14955
            524            524        113.325        117.333        6.14967
            525            525        113.501        117.500        6.14983
            526            526        113.670        117.667        6.14986
            527            527        113.855        117.833        6.14977
            528            528        114.035        118.000        6.14983
            529            529        114.207        118.167        6.14992
            530            530        114.389        118.333         6.1499
            531            531        114.559        118.500        6.14974
            532            532        114.729        118.667        6.14949
            533            533        114.901        118.833        6.14942
            534            534        115.080        119.000        6.14936
            535            535        115.259        119.167        6.14922
            536            536        115.428        119.333        6.14895
            537            537        115.617        119.500        6.14885
            538            538        115.786        119.667        6.14889
            539            539        115.958        119.833        6.14891
            540            540        116.137        120.000        6.14874
            541            541        116.312        120.167        6.14864
            542            542        116.492        120.333        6.14868
            543            543        116.658        120.500        6.14876
            544            544        116.831        120.667        6.14863
            545            545        117.014        120.833        6.14857
            546            546        117.184        121.000        6.14867
            547            547        117.351        121.167        6.14888
            548            548        117.518        121.333        6.14903
            549            549        117.707        121.500        6.14906
            550            550        117.886        121.667        6.14913
            551            551        118.060        121.833         6.1493
            552            552        118.232        122.000        6.14935
            553            553        118.409        122.167        6.14926
            554            554        118.580        122.333        6.14917
            555            555        118.759        122.500        6.14917
            556            556        118.928        122.667        6.14913
            557            557        119.103        122.833        6.14901
            558            558        119.274        123.000        6.14884
            559            559        119.452        123.167        6.14873
            560            560        119.622        123.333        6.14883
            561            561        119.798        123.500        6.14879
            562            562        119.981        123.667        6.14864
            563            563        120.149        123.833        6.14852
            564            564        120.309        124.000        6.14866
            565            565        120.484        124.167         6.1487
            566            566        120.665        124.333        6.14865
            567            567        120.834        124.500        6.14861
            568            568        121.000        124.667        6.14866
            569            569        121.187        124.833        6.14874
            570            570        121.356        125.000        6.14876
            571            571        121.530        125.167        6.14879
            572            572        121.698        125.333        6.14892
            573            573        121.867        125.500        6.14919
            574            574        122.044        125.667        6.14928
            575            575        122.230        125.833         6.1493
            576            576        122.402        126.000        6.14936
            577            577        122.573        126.167         6.1495
            578            578        122.739        126.333        6.14951
            579            579        122.914        126.500        6.14942
            580            580        123.090        126.667        6.14936
            581            581        123.268        126.833        6.14939
            582            582        123.443        127.000        6.14931
            583            583        123.605        127.167        6.14912
            584            584        123.786        127.333        6.14894
            585            585        123.956        127.500        6.14889
            586            586        124.134        127.667        6.14878
            587            587        124.296        127.833        6.14862
            588            588        124.477        128.000        6.14848
            589            589        124.650        128.167        6.14848
            590            590        124.821        128.333        6.14839
            591            591        124.993        128.500        6.14817
            592            592        125.167        128.667         6.1479
            593            593        125.333        128.833         6.1478
            594            594        125.513        129.000        6.14771
            595            595        125.683        129.167        6.14758
            596            596        125.862        129.333        6.14744
            597            597        126.032        129.500        6.14756
            598            598        126.203        129.667        6.14767
            599            599        126.375        129.833        6.14774
            600            600        126.546        130.000        6.14781
            601            601        126.723        130.167        6.14792
            602            602        126.890        130.333        6.14823
            603            603        127.059        130.500         6.1484
            604            604        127.239        130.667        6.14849
            605            605        127.409        130.833        6.14857
            606            606        127.577        131.000        6.14882
            607            607        127.763        131.167        6.14904
            608            608        127.930        131.333         6.1491
            609            609        128.103        131.500        6.14908
            610            610        128.276        131.667         6.1492
            611            611        128.444        131.833        6.14927
            612            612        128.617        132.000        6.14922
            613            613        128.795        132.167        6.14907
            614            614        128.968        132.333        6.14896
            615            615        129.146        132.500        6.14898
            616            616        129.320        132.667        6.14891
            617            617        129.482        132.833        6.14874
            618            618        129.662        133.000        6.14862
            619            619        129.826        133.167        6.14856
            620            620        129.999        133.333        6.14855
            621            621        130.172        133.500        6.14851
            622            622        130.349        133.667        6.14842
            623            623        130.519        133.833        6.14846
            624            624        130.692        134.000         6.1485
            625            625        130.870        134.167        6.14847
            626            626        131.043        134.333        6.14836
            627            627        131.211        134.500        6.14828
            628            628        131.392        134.667        6.14826
            629            629        131.556        134.833        6.14822
            630            630        131.725        135.000        6.14787
            631            631        131.905        135.167        6.14766
            632            632        132.074        135.333        6.14759
            633            633        132.251        135.500        6.14755
            634            634        132.422        135.667        6.14747
            635            635        132.593        135.833        6.14759
            636            636        132.768        136.000        6.14775
            637            637        132.941        136.167        6.14786
            638            638        133.110        136.333        6.14791
            639            639        133.282        136.500        6.14803
            640            640        133.452        136.667        6.14819
            641            641        133.622        136.833        6.14841
            642            642        133.794        137.000        6.14859
            643            643        133.972        137.167        6.14848
            644            644        134.143        137.333        6.14849
            645            645        134.322        137.500        6.14863
            646            646        134.490        137.667         6.1488
            647            647        134.660        137.833        6.14865
            648            648        134.836        138.000        6.14857
            649            649        135.017        138.167        6.14866
            650            650        135.187        138.333        6.14884
            651            651        135.353        138.500        6.14883
            652            652        135.528        138.667        6.14879
            653            653        135.700        138.833        6.14886
            654            654        135.875        139.000        6.14903
            655            655        136.042        139.167        6.14903
            656            656        136.216        139.333        6.14892
            657            657        136.393        139.500        6.14883
            658            658        136.562        139.667        6.14878
            659            659        136.744        139.833        6.14855
            660            660        136.904        140.000        6.14828
            661            661        137.081        140.167        6.14807
            662            662        137.250        140.333        6.14796
            663            663        137.426        140.500        6.14798
            664            664        137.603        140.667        6.14795
            665            665        137.775        140.833         6.1479
            666            666        137.942        141.000        6.14796
            667            667        138.120        141.167        6.14811
            668            668        138.287        141.333        6.14821
            669            669        138.460        141.500        6.14817
            670            670        138.629        141.667        6.14818
            671            671        138.804        141.833        6.14826
            672            672        138.980        142.000        6.14821
            673            673        139.152        142.167        6.14812
            674            674        139.323        142.333        6.14806
            675            675        139.489        142.500         6.1481
            676            676        139.666        142.667        6.14819
            677            677        139.844        142.833        6.14809
            678            678        140.009        143.000        6.14792
            679            679        140.180        143.167        6.14781
            680            680        140.365        143.333        6.14782
            681            681        140.535        143.500        6.14773
            682            682        140.705        143.667        6.14758
            683            683        140.872        143.833        6.14747
            684            684        141.055        144.000        6.14767
            685            685        141.217        144.167        6.14775
            686            686        141.387        144.333        6.14773
            687            687        141.554        144.500         6.1477
            688            688        141.729        144.667        6.14806
            689            689        141.894        144.833        6.14831
            690            690        142.065        145.000        6.14841
            691            691        142.243        145.167        6.14843
            692            692        142.422        145.333        6.14862
            693            693        142.596        145.500        6.14877
            694            694        142.767        145.667        6.14879
            695            695        142.931        145.833         6.1487
            696            696        143.103        146.000         6.1486
            697            697        143.279        146.167        6.14862
            698            698        143.445        146.333        6.14858
            699            699        143.620        146.500        6.14846
            700            700        143.792        146.667        6.14839
            701            701        143.958        146.833         6.1484
            702            702        144.132        147.000        6.14841
            703            703        144.311        147.167        6.14833
            704            704        144.478        147.333         6.1482
            705            705        144.649        147.500         6.1482
            706            706        144.828        147.667        6.14824
            707            707        144.998        147.833        6.14823
            708            708        145.169        148.000        6.14806
            709            709        145.349        148.167        6.14805
            710            710        145.522        148.333        6.14813
            711            711        145.686        148.500        6.14818
            712            712        145.864        148.667        6.14805
            713            713        146.037        148.833        6.14805
            714            714        146.211        149.000        6.14814
            715            715        146.379        149.167         6.1482
            716            716        146.553        149.333        6.14806
            717            717        146.719        149.500          6.148
            718            718        146.901        149.667        6.14804
            719            719        147.070        149.833        6.14812
            720            720        147.231        150.000        6.14798
            721            721        147.411        150.167        6.14792
            722            722        147.580        150.333        6.14794
            723            723        147.749        150.500        6.14799
            724            724        147.922        150.667        6.14786
            725            725        148.094        150.833        6.14772
            726            726        148.272        151.000        6.14768
            727            727        148.433        151.167        6.14768
            728            728        148.615        151.333        6.14751
            729            729        148.786        151.500        6.14738
            730            730        148.954        151.667        6.14738
            731            731        149.128        151.833        6.14748
            732            732        149.303        152.000        6.14756
            733            733        149.463        152.167        6.14751
            734            734        149.649        152.333        6.14749
            735            735        149.817        152.500        6.14754
            736            736        149.988        152.667        6.14758
            737            737        150.163        152.833        6.14734
            738            738        150.335        153.000        6.14722
            739            739        150.504        153.167        6.14723
            740            740        150.672        153.333         6.1473
            741            741        150.841        153.500        6.14719
            742            742        151.010        153.667        6.14711
            743            743        151.188        153.833        6.14716
            744            744        151.361        154.000        6.14728
            745            745        151.533        154.167        6.14724
            746            746        151.709        154.333        6.14717
            747            747        151.880        154.500        6.14722
            748            748        152.048        154.667        6.14735
            749            749        152.214        154.833        6.14731
            750            750        152.385        155.000        6.14723
            751            751        152.560        155.167        6.14723
            752            752        152.724        155.333        6.14733
            753            753        152.903        155.500        6.14732
            754            754        153.075        155.667        6.14723
            755            755        153.250        155.833        6.14722
            756            756        153.414        156.000        6.14731
            757            757        153.583        156.167        6.14733
            758            758        153.760        156.333        6.14723
            759            759        153.941        156.500        6.14715
            760            760        154.104        156.667        6.14717
            761            761        154.277        156.833        6.14716
            762            762        154.442        157.000        6.14705
            763            763        154.619        157.167        6.14694
            764            764        154.785        157.333        6.14696
            765            765        154.959        157.500        6.14707
